tmrca,first_sample_date,last_sample_date,num_samples,samples,first_sister_tip,first_sister_date,known_duration,undetected_duration
2022-01-04,2022-01-10,2022-01-10,1,HongKong/WHP5448/2022|2022-01-10,Belgium/MBLG-CTMAPF14519119/2022|2022-04-23,2022.306849,0,5.544933006
2021-12-31,2022-01-10,2022-01-10,1,HongKong/WHP5449/2022|2022-01-10,Italy/SIC_CQRC_3422006262/2022|2022-01-18,2022.046575,0,10.1896264
2022-01-02,2022-01-11,2022-01-11,1,HongKong/WHP5451-S11-iseq/2022|2022-01-11,HongKong/HK-HKPU-12708/2022|2022-01-03,2022.005479,0,8.691476887
2022-01-09,2022-01-17,2022-01-17,1,HongKong/WHP5469-S16-iseq/2022|2022-01-17,HongKong/VM22002521/2022|2022-01-16,2022.041096,0,7.654687386
2022-01-06,2022-01-18,2022-01-18,1,HongKong/WHP5473/2022|2022-01-18,HongKong/HKU-220213-374/2022|2022-01-20,2022.052055,0,11.37531036
2022-01-05,2022-01-16,2022-01-16,1,HongKong/WHP5476/2022|2022-01-16,HongKong/CM22000143/2022|2022-01-14,2022.035616,0,10.54645419
2021-12-26,2022-01-16,2022-01-16,1,HongKong/WHP5477/2022|2022-01-16,Germany/BW-RKI-I-477991/2022|2022-01-16,2022.041096,0,20.63815915
2021-12-28,2022-01-07,2022-01-07,1,HongKong/WHP5483-S20-iseq/2022|2022-01-07,Argentina/INEI118884/2022|2022-01-08,2022.019178,0,9.405822077
2021-12-15,2022-01-08,2022-01-08,1,HongKong/WHP5484/2022|2022-01-08,Serbia/Belgrade-411201_1101/2022|2022-01-11,2022.027397,0,23.9884435
2022-01-03,2022-02-04,2022-02-04,1,HongKong/WHP5899-S6-iseq/2022|2022-02-04,Greece/317746/2021|2021-12-23,2021.975342,0,31.84665446
2022-01-09,2022-02-04,2022-02-04,1,HongKong/WHP5899/2022|2022-02-04,Mayotte/HCL022011509001/2022|2022-01-06,2022.013699,0,25.76308795
2022-01-09,2022-01-19,2022-01-19,2,HongKong/WHP5465/2022|2022-01-19;HongKong/HK-HKPU-13076/2022|2022-01-19,Romania/DJ_509369/2022|2022-02-24,2022.147945,0,9.429086599
2022-01-07,2022-01-19,2022-01-20,2,HongKong/HKU-220213-387/2022|2022-01-20;HongKong/HK-HKPU-13083/2022|2022-01-19,Russia/MOW-PMVL-OHS111/2022|2022-01-24,2022.063014,1,12.12348279
2021-12-10,2022-01-07,2022-01-21,2,HongKong/HK-HKPU-13108/2022|2022-01-21;HongKong/HK-HKPU-12870/2022|2022-01-07,Suriname/SR-881/2021|2021-12-27,2021.986301,14,27.54197033
2021-12-25,2022-01-05,2022-01-10,2,HongKong/VM22000759/2022|2022-01-05;HongKong/HKU-220213-341/2022|2022-01-10,Belize/CML-359/2022|2022-01-03,2022.005479,5,10.81292485
2021-12-10,2022-01-04,2022-01-04,2,HongKong/WHP5176-S11-iseq/2022|2022-01-04;HongKong/HK-HKPU-12731/2022|2022-01-04,HongKong/HKU-220213-349/2022|2022-01-11,2022.027397,0,24.31513579
2022-01-05,2022-01-12,2022-01-13,2,HongKong/HKU-220213-352/2022|2022-01-13;HongKong/HK-HKPU-12994/2022|2022-01-12,Russia/ULY-RII-MH65556S/2022|2022-01-14,2022.035616,1,7.169083588
2021-12-28,2022-01-02,2022-01-02,2,HongKong/WHP5170-S5-iseq/2022|2022-01-02;HongKong/HK-HKPU-12681/2022|2022-01-02,Ireland/OY-NVRL-S22IRL00087878/2022|2022-01-25,2022.065753,0,4.850038464
2021-12-27,2022-01-04,2022-01-04,2,HongKong/WHP5181-S16-iseq/2022|2022-01-04;HongKong/HK-HKPU-12760/2022|2022-01-04,Australia/VIC30679/2021|2021-12-21,2021.969863,0,7.648662878
2021-12-23,2022-01-02,2022-01-03,2,HongKong/HK-HKPU-12693/2022|2022-01-02;HongKong/HK-HKPU-12709/2022|2022-01-03,Canada/BC-BCCDC-349535/2022|2022-01-27,2022.071233,1,9.269397784
2021-12-26,2022-01-03,2022-01-03,2,HongKong/WHP5174-S9-iseq/2022|2022-01-03;HongKong/HK-HKPU-12727/2022|2022-01-03,Panama/SEQ928-GMI/2022|2022-01-03,2022.005479,0,7.240855026
2022-01-05,2022-01-10,2022-01-10,2,HongKong/WHP5447/2022|2022-01-10;HongKong/HK-HKPU-12950/2022|2022-01-10,Portugal/PT23593/2021|2021-12-12,2021.945205,0,5.000429675
2021-12-29,2022-01-04,2022-01-10,2,HongKong/WHP5179-S14-iseq/2022|2022-01-04;HongKong/HK-HKPU-12957/2022|2022-01-10,HongKong/HK-HKPU-12756/2022|2022-01-04,2022.008219,6,6.195962994
2021-12-26,2022-01-04,2022-01-11,2,HongKong/HK-HKPU-12979/2022|2022-01-11;HongKong/HKU-220213-336/2022|2022-01-04,HongKong/HK-HKPU-12676/2022|2022-01-02,2022.00274,7,8.701240635
2022-01-03,2022-01-09,2022-01-09,2,HongKong/WHP5486/2022|2022-01-09;HongKong/HK-HKPU-12914/2022|2022-01-09,Japan/PG-186200/2022|2022-01-18,2022.046575,0,5.901926924
2021-12-28,2022-01-03,2022-01-03,2,HongKong/WHP5171-S6-iseq/2022|2022-01-03;HongKong/HK-HKPU-12700/2022|2022-01-03,Azerbaijan/MHTM5/2022|2022-01-10,2022.024658,0,5.712834278
2022-01-06,2022-01-11,2022-01-12,2,HongKong/CM22000132/2022|2022-01-11;HongKong/HK-HKPU-12999/2022|2022-01-12,Israel/CVL-8000896/2021|2021-12-30,2021.994521,1,4.283410313
2021-12-14,2022-01-04,2022-01-04,2,HongKong/WHP5180-S15-iseq/2022|2022-01-04;HongKong/HK-HKPU-12757/2022|2022-01-04,USA/VA-CDC-LC0430251/2021|2021-12-15,2021.953425,0,20.76473719
2022-01-06,2022-01-14,2022-01-14,2,HongKong/WHP5445/2022|2022-01-14;HongKong/HK-HKPU-PU22TM214204/2022|2022-01-14,Norway/Ahus-2862/2022|2022-01-15,2022.038356,0,7.914420882
2022-01-05,2022-01-12,2022-01-18,2,HongKong/HK-HKPU-13006/2022|2022-01-12;HongKong/HKU-220213-364/2022|2022-01-18,Turkey/HSGM-F19474/2022|2022-01-20,2022.052055,6,6.781634968
2021-12-29,2022-01-05,2022-01-17,2,HongKong/WHP5468/2022|2022-01-17;HongKong/HK-HKPU-12781/2022|2022-01-05,Ireland/WD-NVRL-S22IRL00064676/2022|2022-01-17,2022.043836,12,6.335124129
2022-01-19,2022-02-01,2022-02-09,2,HongKong/CM22000263/2022|2022-02-01;HongKong/HK-HKPU-PU22TM237960/2022|2022-02-09,DRC/INRB-RDC-973/2021|2021-12-16,2021.956164,8,12.23155364
2021-12-29,2022-01-03,2022-01-10,2,HongKong/HK-HKPU-12708/2022|2022-01-03;HongKong/HK-HKPU-12945/2022|2022-01-10,HongKong/WHP5451-S11-iseq/2022|2022-01-11,2022.027397,7,4.74598629
2022-01-01,2022-01-06,2022-01-10,2,HongKong/HK-HKPU-12961/2022|2022-01-10;HongKong/HK-HKPU-12811/2022|2022-01-06,Chile/LL-17707/2022|2022-01-26,2022.068493,4,5.186082536
2022-01-10,2022-01-21,2022-01-21,2,HongKong/WHP5421/2022|2022-01-21;HongKong/HK-HKPU-13109/2022|2022-01-21,USA/CT-SEMA4-2900/2022|2022-01-14,2022.035616,0,10.46612808
2022-01-10,2022-01-21,2022-01-21,2,HongKong/WHP5407/2022|2022-01-21;HongKong/HK-HKPU-13115/2022|2022-01-21,Canada/BC-BCCDC-319513/2021|2021-12-31,2021.99726,0,10.55978341
2022-01-09,2022-01-19,2022-01-20,2,HongKong/HKU-220213-385/2022|2022-01-20;HongKong/HK-HKPU-13081/2022|2022-01-19,Guatemala/4672-GMI/2021|2021-12-22,2021.972603,1,9.556930076
2021-12-29,2022-01-03,2022-01-04,2,HongKong/VM22000344/2022|2022-01-03;HongKong/HK-HKPU-12751/2022|2022-01-04,Portugal/PT24058/2021|2021-12-21,2021.969863,1,4.954500767
2022-01-07,2022-01-12,2022-01-12,2,HongKong/HK-HKPU-13002/2022|2022-01-12;HongKong/WHP5437/2022|2022-01-12,Chile/AI-33520/2022|2022-03-01,2022.161644,0,5.137530047
2022-01-06,2022-01-14,2022-01-16,2,HongKong/CM22000141/2022|2022-01-14;HongKong/HK-HKPU-13037/2022|2022-01-16,Argentina/INEI116383/2021|2021-12-21,2021.969863,2,7.525489457
2022-01-04,2022-01-09,2022-01-20,2,HongKong/WHP5487/2022|2022-01-09;HongKong/HKU-220213-391/2022|2022-01-20,Switzerland/ZH-UZH-IMV-46083594/2021|2021-12-26,2021.983562,11,4.764301724
2022-01-10,2022-01-23,2022-01-24,2,HongKong/HK-HKPU-13355/2022|2022-01-24;HongKong/HKU-220213-406/2022|2022-01-23,Mexico/PUE_IBT_IMSS_6919/2022|2022-03-07,2022.178082,1,12.66350543
2022-01-03,2022-01-19,2022-01-19,2,HongKong/WHP5422/2022|2022-01-19;HongKong/HK-HKPU-13077/2022|2022-01-19,Brazil/RJ-NVBS12424GENOV828597094550/2022|2022-01-03,2022.005479,0,15.3831439
2021-12-28,2022-01-06,2022-01-17,2,HongKong/WHP5467/2022|2022-01-17;HongKong/HK-HKPU-12834/2022|2022-01-06,HongKong/HK-HKPU-13166/2022|2022-01-23,2022.060274,11,8.491226024
2021-12-29,2022-01-03,2022-01-04,2,HongKong/VM22000335/2022|2022-01-03;HongKong/HK-HKPU-12761/2022|2022-01-04,Israel/ICH-741215612/2022|2022-04-01,2022.246575,1,4.775847328
2021-12-10,2022-01-07,2022-01-11,2,HongKong/WHP5452/2022|2022-01-11;HongKong/VOC236-P1D0/2022|2022-01-07,Guinea/LFHVG-G0504/2021|2021-12-30,2021.994521,4,27.41908364
2021-12-20,2022-01-08,2022-01-12,3,HongKong/HK-HKPU-12989/2022|2022-01-12;HongKong/WHP5485/2022|2022-01-08;HongKong/HKU-220213-345/2022|2022-01-11,HongKong/VM22000770/2022|2022-01-05,2022.010959,4,18.82236452
2021-12-30,2022-01-08,2022-01-20,3,HongKong/WHP5201-S15-iseq/2022|2022-01-08;HongKong/HKU-220213-375/2022|2022-01-20;HongKong/HK-HKPU-12880/2022|2022-01-08,Austria/AGES-164598/2021|2021-12-14,2021.950685,12,9.051134266
2022-01-02,2022-01-13,2022-01-13,3,HongKong/HK-HKPU-13017/2022|2022-01-13;HongKong/WHP5443/2022|2022-01-13;HongKong/HK-HKPU-13016/2022|2022-01-13,Montenegro/CO-00688_MNE000_1145412202/2022|2022-01-15,2022.038356,0,10.66670689
2021-12-30,2022-01-18,2022-01-20,3,HongKong/WHP5471/2022|2022-01-18;HongKong/HK-HKPU-13054/2022|2022-01-18;HongKong/HKU-220213-393/2022|2022-01-20,Taiwan/NTU138/2022|2022-01-19,2022.049315,2,18.22981643
2022-01-02,2022-01-19,2022-01-20,3,HongKong/HKU-220213-380/2022|2022-01-20;HongKong/HKU-220213-386/2022|2022-01-20;HongKong/HK-HKPU-13087/2022|2022-01-19,Israel/ICH-741108022/2021|2021-12-22,2021.972603,1,16.86290824
2022-01-07,2022-01-19,2022-01-20,3,HongKong/HKU-220213-370/2022|2022-01-20;HongKong/HK-HKPU-13082/2022|2022-01-19;HongKong/WHP5425/2022|2022-01-19,Russia/TUL-RII-MH62623S/2022|2022-01-26,2022.068493,1,11.43801441
2021-12-24,2022-01-06,2022-01-11,3,HongKong/WHP5193-S8-iseq/2022|2022-01-06;HongKong/HKU-220213-344/2022|2022-01-11;HongKong/HK-HKPU-12837/2022|2022-01-06,DRC/INRB-RDC-972/2021|2021-12-15,2021.953425,5,12.93618029
2022-01-07,2022-01-23,2022-02-04,3,HongKong/HKU-220213-405/2022|2022-01-23;HongKong/HK-HKPU-PU22TM235038/2022|2022-02-04;HongKong/HK-HKPU-13346/2022|2022-01-24,Russia/KL-RII-MH67354S/2022|2022-02-07,2022.10137,12,15.93201777
2021-12-10,2022-01-04,2022-01-12,4,HongKong/WHP5439/2022|2022-01-12;HongKong/HK-HKPU-13005/2022|2022-01-12;HongKong/WHP5177-S12-iseq/2022|2022-01-04;HongKong/HK-HKPU-12753/2022|2022-01-04,Australia/NSW-ICPMR-18359/2021|2021-12-18,2021.961644,8,24.90766741
2021-12-25,2022-01-04,2022-01-05,4,HongKong/WHP5481-S19-iseq/2022|2022-01-05;HongKong/HK-HKPU-12785/2022|2022-01-05;HongKong/VM22000362/2022|2022-01-04;HongKong/HKU-220114-007/2022|2022-01-04,Chile/RM-197474/2021|2021-12-24,2021.978082,1,9.894754665
2021-12-14,2022-01-09,2022-01-20,4,HongKong/WHP5490/2022|2022-01-09;HongKong/WHP5488/2022|2022-01-09;HongKong/HKU-220213-373/2022|2022-01-20;HongKong/HK-HKPU-12925/2022|2022-01-09,Guatemala/INC-LNS-197/2021|2021-12-30,2021.994521,11,25.40167601
2021-12-25,2022-01-09,2022-01-20,5,HongKong/HK-HKPU-12909/2022|2022-01-09;HongKong/HKU-220213-372/2022|2022-01-20;HongKong/HKU-220326-129/2022|2022-01-09;HongKong/WHP5479-S18-iseq/2022|2022-01-12;HongKong/HK-HKPU-PU22TM212995/2022|2022-01-14,Peru/HUC-INS-14277/2022|2022-01-31,2022.082192,11,14.7273301
2021-12-27,2022-01-08,2022-01-13,5,HongKong/HK-HKPU-12878/2022|2022-01-08;HongKong/WHP5203/2022|2022-01-08;HongKong/HKU-220213-357/2022|2022-01-13;HongKong/HKU-220213-353/2022|2022-01-13;HongKong/HK-HKPU-12995/2022|2022-01-12,Singapore/9501/2021|2021-12-24,2021.978082,5,11.56795487
2021-12-09,2022-01-01,2022-01-03,6,HongKong/HK-HKPU-12673/2022|2022-01-02;HongKong/CH22000024/2022|2022-01-01;HongKong/WHP5161-S12-iseq/2022|2022-01-02;HongKong/HKU-220114-004/2022|2022-01-01;HongKong/HKU-220114-006/2022|2022-01-03;HongKong/CH22000162/2022|2022-01-02,Colombia/MAG-CGBM-S03012022-05/2021|2021-12-23,2021.975342,2,22.5281039
2021-10-31,2022-01-01,2022-01-20,59,HongKong/HK-HKPU-12696/2022|2022-01-02;HongKong/HK-HKPU-12841/2022|2022-01-07;HongKong/HKU-220213-339/2022|2022-01-06;HongKong/HK-HKPU-12913/2022|2022-01-09;HongKong/HK-HKPU-13033/2022|2022-01-15;HongKong/WHP5470/2022|2022-01-17;HongKong/VM22000358/2022|2022-01-03;HongKong/HKU-220213-338/2022|2022-01-04;HongKong/HK-HKPU-13011/2022|2022-01-13;HongKong/HKU-220213-333/2022|2022-01-01;HongKong/HK-HKPU-12806/2022|2022-01-06;HongKong/WHP5168-S3-iseq/2022|2022-01-02;HongKong/HKU-220213-342/2022|2022-01-10;HongKong/HKU-220213-337/2022|2022-01-04;HongKong/HK-HKPU-13027/2022|2022-01-14;HongKong/WHP5185-S20-iseq/2022|2022-01-06;HongKong/WHP5178-S13-iseq/2022|2022-01-04;HongKong/HK-HKPU-12970/2022|2022-01-11;HongKong/HK-HKPU-12839/2022|2022-01-07;HongKong/HK-HKPU-13004/2022|2022-01-12;HongKong/HK-HKPU-12985/2022|2022-01-11;HongKong/VM22000575/2022|2022-01-04;HongKong/VM22000781/2022|2022-01-05;HongKong/VM22000758/2022|2022-01-05;HongKong/WHP5192-S7-iseq/2022|2022-01-06;HongKong/WHP5450-S10-iseq/2022|2022-01-10;HongKong/HK-HKPU-12872/2022|2022-01-08;HongKong/HK-HKPU-13039/2022|2022-01-16;HongKong/HKU-220213-340/2022|2022-01-08;HongKong/WHP5453-S12-iseq/2022|2022-01-11;HongKong/HK-HKPU-12746/2022|2022-01-04;HongKong/HK-HKPU-12977/2022|2022-01-11;HongKong/HK-HKPU-12962/2022|2022-01-10;HongKong/HKU-220213-348/2022|2022-01-11;HongKong/HK-HKPU-12805/2022|2022-01-06;HongKong/WHP5183-S18-iseq/2022|2022-01-06;HongKong/HK-HKPU-12854/2022|2022-01-07;HongKong/WHP5182-S17-iseq/2022|2022-01-05;HongKong/HK-HKPU-13014/2022|2022-01-13;HongKong/WHP5198-S12-iseq/2022|2022-01-07;HongKong/VM22000757/2022|2022-01-06;HongKong/HK-HKPU-13010/2022|2022-01-13;HongKong/HK-HKPU-12882/2022|2022-01-08;HongKong/HK-HKPU-12838/2022|2022-01-07;HongKong/HK-HKPU-13056/2022|2022-01-18;HongKong/WHP5430-S5-iseq/2022|2022-01-16;HongKong/HK-HKPU-12821/2022|2022-01-06;HongKong/WHP5441-S8-iseq/2022|2022-01-13;HongKong/HKU-220213-335/2022|2022-01-03;HongKong/HK-HKPU-12860/2022|2022-01-07;HongKong/HK-HKPU-12767/2022|2022-01-05;HongKong/HK-HKPU-12967/2022|2022-01-11;HongKong/HK-HKPU-12982/2022|2022-01-11;HongKong/WHP5184-S19-iseq/2022|2022-01-06;HongKong/HK-HKPU-12754/2022|2022-01-04;HongKong/HKU-220213-383/2022|2022-01-20;HongKong/HK-HKPU-13031/2022|2022-01-15;HongKong/HK-HKPU-13053/2022|2022-01-17;HongKong/HK-HKPU-13012/2022|2022-01-13,Canada/BC-BCCDC-314299/2021|2021-12-23,2021.975342,20,62
