tmrca,first_sample_date,last_sample_date,num_samples,samples,first_sister_tip,first_sister_date,known_duration,undetected_duration
2022-01-10,2022-01-13,2022-01-13,2,HongKong/HK-HKPU-13013/2022|2022-01-13;HongKong/HK-HKPU-13009/2022|2022-01-13,Bangladesh/BSMMU_Laila_991/2022|2022-02-03,2022.0904109589,0,2.88924121228433
2022-01-09,2022-01-13,2022-01-13,2,HongKong/WHP5444/2022|2022-01-13;HongKong/HK-HKPU-13019/2022|2022-01-13,Aruba/AW-RIVM-94730/2022|2022-03-21,2022.21643835616,0,3.26068859754059
2022-04-15,2022-04-18,2022-04-21,2,HongKong/CM22000871/2022|2022-04-21;HongKong/HK-HKPU-PUB089183144/2022|2022-04-18,Greece/17496/2022|2022-03-16,2022.20273972603,2.99999999995634,2.90268519419897
2022-01-09,2022-01-12,2022-01-13,2,HongKong/HKU-220213-351/2022|2022-01-13;HongKong/HK-HKPU-12993/2022|2022-01-12,Croatia/34691/2022|2022-03-28,2022.23561643836,0.999999999985448,2.45608615887363
2022-01-09,2022-01-12,2022-01-13,2,HongKong/HK-HKPU-12990/2022|2022-01-12;HongKong/HK-HKPU-13008/2022|2022-01-13,Bangladesh/IEDCR-ideSHi-GSB01-267/2022|2022-02-07,2022.10136986301,0.999999999985448,3.01696764863095
2022-04-15,2022-04-19,2022-04-23,2,HongKong/CM22000891/2022|2022-04-23;HongKong/HK-HKPU-PUB092938983/2022|2022-04-19,Myanmar/DSMRC-072/2022|2022-03-12,2022.19178082192,4.00000000002478,3.92472438994673
2022-01-20,2022-01-27,2022-01-30,3,HongKong/HK-HKPU-13739/2022|2022-01-27;HongKong/HK-HKPU-13740/2022|2022-01-27;HongKong/VM22005574/2022|2022-01-30,Myanmar/DSMRC-091/2022|2022-02-19,2022.13424657534,2.99999999995634,6.22611526789001
2022-01-29,2022-02-02,2022-02-07,2,HongKong/HK-HKPU-PU22TM236707/2022|2022-02-07;HongKong/VM22006323/2022|2022-02-02,India/DL-AIIMS-COVTN69944/2022|2022-02-05,2022.09589041096,4.99999999992724,3.46582202639297
2022-01-29,2022-02-01,2022-02-04,2,HongKong/VM22006014/2022|2022-02-01;HongKong/HK-HKPU-PU22TM234733/2022|2022-02-04,HongKong/HK-HKPU-13713/2022|2022-01-27,2022.07123287671,3.00000000003934,2.31141018066523
2022-04-08,2022-04-12,2022-04-12,2,HongKong/CM22000752/2022|2022-04-12;HongKong/CM22000753/2022|2022-04-12,USA/VT-Broad-CRSP_26UTNXWS2I5YF2PH/2022|2022-04-14,2022.28219178082,0,3.27835339656076
2022-03-28,2022-04-13,2022-04-20,2,HongKong/CM22000843/2022|2022-04-20;HongKong/HK-HKPU-PUB089613440/2022|2022-04-13,Australia/QLD0x00DDB1/2022|2022-03-28,2022.23561643836,6.99999999998113,15.8498235064087
2022-01-17,2022-01-25,2022-01-25,17,HongKong/HK-HKPU-13410/2022|2022-01-25;HongKong/HK-HKPU-13524/2022|2022-01-25;HongKong/HK-HKPU-13453/2022|2022-01-25;HongKong/HK-HKPU-13521/2022|2022-01-25;HongKong/HK-HKPU-13413/2022|2022-01-25;HongKong/HK-HKPU-13409/2022|2022-01-25;HongKong/HK-HKPU-13522/2022|2022-01-25;HongKong/HK-HKPU-13407/2022|2022-01-25;HongKong/HK-HKPU-13411/2022|2022-01-25;HongKong/HK-HKPU-13405/2022|2022-01-25;HongKong/HK-HKPU-13415/2022|2022-01-25;HongKong/HK-HKPU-13416/2022|2022-01-25;HongKong/HK-HKPU-13523/2022|2022-01-25;HongKong/HK-HKPU-13414/2022|2022-01-25;HongKong/HK-HKPU-13520/2022|2022-01-25;HongKong/HK-HKPU-13404/2022|2022-01-25;HongKong/HK-HKPU-13408/2022|2022-01-25,Indonesia/RI-NIHRD-WGS.22.04334/2022|2022-03-15,2022.2,0,7.76728875503636
2022-01-01,2022-01-08,2022-01-12,3,HongKong/WHP5206/2022|2022-01-08;HongKong/HK-HKPU-12996/2022|2022-01-12;HongKong/HK-HKPU-12915/2022|2022-01-09,HongKong/HK-HKPU-12943/2022|2022-01-10,2022.02465753425,4.00000000002478,7.06521777891567
2022-03-25,2022-04-02,2022-04-02,2,HongKong/CM22000648/2022|2022-04-02;HongKong/HK-HKPU-PUB093396262/2022|2022-04-02,Estonia/RC0637595/2022|2022-03-13,2022.19452054795,0,8.09389581110963
2022-04-05,2022-04-09,2022-04-09,2,HongKong/CM22000721/2022|2022-04-09;HongKong/HK-HKPU-PUB082650723/2022|2022-04-09,Switzerland/VD-ETHZ-37166570/2022|2022-04-11,2022.27397260274,0,3.39328360793274
2022-04-14,2022-04-18,2022-04-18,3,HongKong/HK-HKPU-PUB093392372/2022|2022-04-18;HongKong/HK-HKPU-PUB089632011/2022|2022-04-18;HongKong/HK-HKPU-PUB089632003/2022|2022-04-18,Martinique/IPP23777/2022|2022-03-21,2022.21643835616,0,4.1433163228794
2022-03-25,2022-04-04,2022-04-04,2,HongKong/HK-HKPU-PUB090595515/2022|2022-04-04;HongKong/CM22000666/2022|2022-04-04,Ireland/KE-NVRL-S22IRL00237381/2022|2022-03-15,2022.2,0,10.2065412017225
2022-03-30,2022-04-05,2022-04-09,3,HongKong/CM22000681/2022|2022-04-05;HongKong/HK-HKPU-PUB076856684/2022|2022-04-05;HongKong/CM22000726/2022|2022-04-09,Japan/IC-8121/2022|2022-04-07,2022.26301369863,4.00000000002478,6.02743549513207
2022-04-06,2022-04-09,2022-04-09,2,HongKong/CM22000723/2022|2022-04-09;HongKong/HK-HKPU-PUB076721134/2022|2022-04-09,France/IDF-IPP27528/2022|2022-04-04,2022.25479452055,0,2.96107748307236
2022-04-20,2022-04-23,2022-04-23,2,HongKong/CM22000883/2022|2022-04-23;HongKong/CM22000881/2022|2022-04-23,Australia/ACT5238/2022|2022-04-17,2022.2904109589,0,2.50785018805573
2022-03-24,2022-04-03,2022-04-03,2,HongKong/HK-HKPU-PUB076721029/2022|2022-04-03;HongKong/CM22000659/2022|2022-04-03,Scotland/QEUH-3ADB7E8/2022|2022-03-15,2022.2,0,10.2033171391145
2022-04-13,2022-04-16,2022-04-16,2,HongKong/HK-HKPU-PUB076724079/2022|2022-04-16;HongKong/HK-HKPU-PUB092945467/2022|2022-04-16,India/TN-CDFD-W7-88/2022|2022-04-20,2022.29863013699,0,3.17122334449323
2021-12-31,2022-01-06,2022-01-13,2,HongKong/HKU-220213-354/2022|2022-01-13;HongKong/WHP5215/2022|2022-01-06,Algeria/3921/2022|2022-01-13,2022.03287671233,6.99999999998113,6.19319367362323
2022-03-31,2022-04-04,2022-04-08,2,HongKong/CM22000716/2022|2022-04-08;HongKong/HK-HKPU-PUB076366229/2022|2022-04-04,England/LSPA-3B9101F/2022|2022-03-20,2022.21369863014,4.00000000002478,3.89089192930555
2022-03-08,2022-04-04,2022-04-06,2,HongKong/HK-HKPU-PUB076854452/2022|2022-04-06;HongKong/HK-HKPU-PUB076725296/2022|2022-04-04,Ireland/D-NVRL-S22IRL00263557/2022|2022-03-21,2022.21643835616,2.00000000005389,26.71733569509
2022-03-02,2022-04-03,2022-04-06,2,HongKong/HK-HKPU-PUB077122919/2022|2022-04-03;HongKong/HK-HKPU-PUB089634278/2022|2022-04-06,Liechtenstein/FL-Risch-2231604326/2022|2022-03-02,2022.16438356164,3.00000000003934,31.7056507964799
2022-02-27,2022-04-02,2022-04-03,2,HongKong/HK-HKPU-PUB07672804A/2022|2022-04-02;HongKong/HK-HKPU-PUB093394073/2022|2022-04-03,Liechtenstein/FL-Risch-2231604326/2022|2022-03-02,2022.16438356164,0.999999999985448,33.3915878945197
2022-01-20,2022-02-01,2022-02-07,8,HongKong/HK-HKPU-PU22TM234754/2022|2022-02-04;HongKong/WHP6255/2022|2022-02-01;HongKong/HK-HKPU-PU22TM236683/2022|2022-02-07;HongKong/HK-HKPU-PU22TM237519/2022|2022-02-07;HongKong/VM22006146/2022|2022-02-02;HongKong/HK-HKPU-PU22TM235690/2022|2022-02-07;HongKong/WHP5852/2022|2022-02-02;HongKong/CH22015737/2022|2022-02-01,Nepal/NPHL-S-1377/2021|2021-12-30,2021.99452054795,5.99999999999568,11.7062673584917
2022-01-31,2022-02-07,2022-04-08,17,HongKong/HK-HKPU-PU22MV030367/2022|2022-04-08;HongKong/HKU-220326-147/2022|2022-02-28;HongKong/HK-HKPU-PU22MV025688/2022|2022-03-08;HongKong/HK-HKPU-PU22MV027130/2022|2022-03-16;HongKong/VZ22064720/2022|2022-03-21;Shandong/IVDC-585/2022|2022-02-27;HongKong/HK-HKPU-PU22MV026408/2022|2022-03-11;Jiangxi/IVDC-559/2022|2022-03-20;Fujian/2022XG-2038/2022|2022-03-22;HongKong/HKU-220326-040/2022|2022-02-07;HongKong/HK-HKPU-PU22MV026084/2022|2022-03-10;HongKong/HK-HKPU-PU22MV024551/2022|2022-03-04;HongKong/HK-HKPU-PU22MV026032/2022|2022-03-10;HongKong/HKU-220427-001/2022|2022-03-29;HongKong/HK-HKPU-PU22MV027065/2022|2022-03-15;HongKong/HK-HKPU-PU22MV026082/2022|2022-03-10;HongKong/HK-HKPU-PU22MV026083/2022|2022-03-10,Bangladesh/IEDCR-icddrb-GSB05-080/2022|2022-01-29,2022.07671232877,60.0000000000398,6.48579884279343
2022-01-22,2022-01-31,2022-01-31,1,HongKong/CH22015243/2022|2022-01-31,HongKong/HKU-220213-403/2022|2022-01-22,2022.05753424658,0,8.5264357676806
2022-01-24,2022-02-02,2022-02-02,1,HongKong/CM22000272/2022|2022-02-02,HongKong/HK-HKPU-PU22TM231236/2022|2022-02-04,2022.09315068493,0,8.37281134525711
2022-02-12,2022-04-01,2022-04-01,1,HongKong/CM22000640/2022|2022-04-01,Palau/PW-H229428/2022|2022-03-28,2022.23561643836,0,47.5977306929383
2022-03-02,2022-04-01,2022-04-01,1,HongKong/CM22000643/2022|2022-04-01,Myanmar/DSMRC-093/2022|2022-02-19,2022.13424657534,0,29.9339508640742
2022-03-16,2022-04-01,2022-04-01,1,HongKong/CM22000646/2022|2022-04-01,Brazil/SP-IB_156300/2022|2022-03-28,2022.23561643836,0,15.9705175123315
2022-02-11,2022-04-01,2022-04-01,1,HongKong/CM22000647/2022|2022-04-01,Hubei/IVDC-552/2022|2022-03-10,2022.18630136986,0,48.760212641165
2022-02-05,2022-04-02,2022-04-02,1,HongKong/CM22000651/2022|2022-04-02,Macedonia/6044/2022|2022-01-31,2022.08219178082,0,55.8231987657109
2022-03-10,2022-04-03,2022-04-03,1,HongKong/CM22000660/2022|2022-04-03,Brunei/7122066593/2022|2022-03-05,2022.17260273973,0,23.4135285018829
2022-03-22,2022-04-03,2022-04-03,1,HongKong/CM22000661/2022|2022-04-03,HongKong/HK-HKPU-PUB061694365/2022|2022-04-03,2022.25205479452,0,11.4154786786742
2022-02-17,2022-04-03,2022-04-03,1,HongKong/CM22000662/2022|2022-04-03,Poland/2995WSN2022_wsseol/2022|2022-03-03,2022.16712328767,0,45.1259727215256
2022-04-01,2022-04-04,2022-04-04,1,HongKong/CM22000664/2022|2022-04-04,Canada/ON-PHL-22-18299/2022|2022-04-05,2022.25753424658,0,3.13126265808364
2022-03-31,2022-04-04,2022-04-04,1,HongKong/CM22000665/2022|2022-04-04,England/LSPA-3B9101F/2022|2022-03-20,2022.21369863014,0,3.30466702734498
2022-02-12,2022-04-04,2022-04-04,1,HongKong/CM22000678/2022|2022-04-04,Portugal/PT31749/2022|2022-03-28,2022.23561643836,0,51.1184156269894
2022-02-13,2022-04-04,2022-04-04,1,HongKong/CM22000679/2022|2022-04-04,France/NAQ-HCL722002027801/2022|2022-04-04,2022.25479452055,0,49.8301521729809
2022-02-26,2022-04-05,2022-04-05,1,HongKong/CM22000685/2022|2022-04-05,Sweden/2432786750/2022|2022-03-10,2022.18630136986,0,38.1393345140964
2022-03-09,2022-04-05,2022-04-05,1,HongKong/CM22000688/2022|2022-04-05,Thailand/CONI-2360/2022|2022-03-09,2022.18356164384,0,26.2313935706425
2022-03-20,2022-04-06,2022-04-06,1,HongKong/CM22000689/2022|2022-04-06,Singapore/3367/2022|2022-03-30,2022.24109589041,0,16.3210271637399
2022-02-11,2022-04-07,2022-04-07,1,HongKong/CM22000697/2022|2022-04-07,Ireland/WX-NVRL-S22IRL00240622/2022|2022-03-15,2022.2,0,54.4321600037665
2022-04-01,2022-04-08,2022-04-08,1,HongKong/CM22000706/2022|2022-04-08,Romania/TM_513490/2022|2022-04-05,2022.25753424658,0,7.18323571596557
2022-03-08,2022-04-08,2022-04-08,1,HongKong/CM22000708/2022|2022-04-08,Norway/Ahus-3720/2022|2022-04-16,2022.28767123288,0,31.0526705560665
2022-02-10,2022-04-08,2022-04-08,1,HongKong/CM22000714/2022|2022-04-08,Seychelles/F153050/2022|2022-03-25,2022.22739726027,0,57.088075605933
2022-02-13,2022-04-08,2022-04-08,1,HongKong/CM22000715/2022|2022-04-08,Maldives/MAV175968/2022|2022-02-25,2022.15068493151,0,54.0439561054131
2022-02-07,2022-04-09,2022-04-09,1,HongKong/CM22000727/2022|2022-04-09,Lithuania/LTU000_INMEDICA_1186674/2022|2022-02-07,2022.10136986301,0,60.713173712245
2022-03-11,2022-04-10,2022-04-10,1,HongKong/CM22000729/2022|2022-04-10,Martinique/IPP28002/2022|2022-04-04,2022.25479452055,0,29.6519115060642
2022-03-08,2022-04-10,2022-04-10,1,HongKong/CM22000730/2022|2022-04-10,Estonia/RC0566170/2022|2022-02-21,2022.1397260274,0,33.0101514355749
2022-02-08,2022-04-20,2022-04-20,1,HongKong/CM22000849/2022|2022-04-20,Croatia/34873/2022|2022-04-01,2022.24657534247,0,70.5717133301323
2022-02-13,2022-04-20,2022-04-20,1,HongKong/CM22000854/2022|2022-04-20,Pakistan/NIH-B38-S2/2022|2022-03-07,2022.17808219178,0,65.7076899848528
2022-04-17,2022-04-21,2022-04-21,1,HongKong/CM22000870/2022|2022-04-21,USA/CT-CDC-QDX35824686/2022|2022-04-08,2022.26575342466,0,4.14159041788366
2022-02-17,2022-04-22,2022-04-22,1,HongKong/CM22000872/2022|2022-04-22,Argentina/INEI120292/2022|2022-04-04,2022.25479452055,0,63.9832654036661
2022-04-05,2022-04-22,2022-04-22,1,HongKong/CM22000873/2022|2022-04-22,Belgium/CHUNamur14109935/2022|2022-04-02,2022.24931506849,0,16.4580613064834
2022-02-12,2022-04-22,2022-04-22,1,HongKong/CM22000875/2022|2022-04-22,Portugal/PT32926/2022|2022-04-11,2022.27397260274,0,68.2908477290289
2022-02-07,2022-04-22,2022-04-22,1,HongKong/CM22000876/2022|2022-04-22,Myanmar/DSMRC-093/2022|2022-02-19,2022.13424657534,0,73.48742823571
2022-02-17,2022-04-22,2022-04-22,1,HongKong/CM22000877/2022|2022-04-22,HongKong/HK-HKPU-13094/2022|2022-01-20,2022.05205479452,0,63.710273366064
2022-02-11,2022-04-23,2022-04-23,1,HongKong/CM22000880/2022|2022-04-23,SriLanka/aicbu4988/2022|2022-02-06,2022.09863013699,0,70.677903916328
2022-02-12,2022-04-23,2022-04-23,1,HongKong/CM22000882/2022|2022-04-23,Georgia/Tb-sNGS4875/2022|2022-03-10,2022.18630136986,0,69.9635428325075
2022-03-04,2022-04-23,2022-04-23,1,HongKong/CM22000885/2022|2022-04-23,Netherlands/OV-RIVM-96512/2022|2022-03-31,2022.24383561644,0,49.5187446207069
2022-02-14,2022-04-23,2022-04-23,1,HongKong/CM22000889/2022|2022-04-23,Romania/DJ_510187/2022|2022-03-04,2022.1698630137,0,67.6051754521893
2021-12-26,2022-01-01,2022-01-01,1,HongKong/HK-HKPU-12658/2022|2022-01-01,Philippines/PH-PGC-102406/2021|2021-12-23,2021.97534246575,0,5.5800809426114
2021-12-11,2022-01-01,2022-01-01,1,HongKong/HK-HKPU-12660/2022|2022-01-01,Philippines/PH-RITM-1218/2022|2022-01-15,2022.03835616438,0,20.4773240051827
2021-12-24,2022-01-01,2022-01-01,1,HongKong/HK-HKPU-12661/2022|2022-01-01,HongKong/VM22000407/2022|2022-01-03,2022.00547945205,0,8.08797352706847
2021-12-27,2022-01-01,2022-01-01,1,HongKong/HK-HKPU-12671/2022|2022-01-01,Japan/TKYkbm7665/2022|2022-01-27,2022.07123287671,0,4.46940425941648
2021-12-10,2022-01-01,2022-01-01,1,HongKong/HK-HKPU-12672/2022|2022-01-01,HongKong/WHP5167-S2-iseq/2022|2022-01-01,2022,0,21.800620129635
2021-12-16,2022-01-02,2022-01-02,1,HongKong/HK-HKPU-12688/2022|2022-01-02,HongKong/HK-HKPU-12663/2022|2022-01-01,2022,0,17.0447544233014
2021-12-24,2022-01-02,2022-01-02,1,HongKong/HK-HKPU-12689/2022|2022-01-02,HongKong/HK-HKPU-12671/2022|2022-01-01,2022,0,8.97538193035302
2021-12-26,2022-01-02,2022-01-02,1,HongKong/HK-HKPU-12692/2022|2022-01-02,HongKong/HK-HKPU-12660/2022|2022-01-01,2022,0,7.0004191372152
2021-12-16,2022-01-02,2022-01-02,1,HongKong/HK-HKPU-12694/2022|2022-01-02,Philippines/PH-PGC-103643/2022|2022-01-04,2022.00821917808,0,17.1243747206142
2021-12-26,2022-01-02,2022-01-02,1,HongKong/HK-HKPU-12695/2022|2022-01-02,HongKong/HK-HKPU-12742/2022|2022-01-04,2022.00821917808,0,7.15593822522237
2021-12-30,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12703/2022|2022-01-03,HongKong/VM22000086/2022|2022-01-02,2022.00273972603,0,3.2733746067106
2021-12-29,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12704/2022|2022-01-03,HongKong/HK-HKPU-12711/2022|2022-01-03,2022.00547945205,0,4.44197115202542
2021-12-10,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12705/2022|2022-01-03,HongKong/HK-HKPU-12659/2022|2022-01-01,2022,0,23.5112861975085
2021-12-20,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12707/2022|2022-01-03,Philippines/PH-RITM-658/2021|2021-12-26,2021.98356164384,0,14.178448259762
2021-12-21,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12711/2022|2022-01-03,HongKong/WHP5446/2022|2022-01-14,2022.03561643836,0,12.8671603943678
2021-12-30,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12713/2022|2022-01-03,HongKong/VM22000057/2022|2022-01-01,2022,0,3.74756111291731
2021-12-19,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12720/2022|2022-01-03,HongKong/HK-HKPU-12740/2022|2022-01-04,2022.00821917808,0,14.4032298720947
2021-12-02,2022-01-03,2022-01-03,1,HongKong/HK-HKPU-12723/2022|2022-01-03,Philippines/PH-PGC-102406/2021|2021-12-23,2021.97534246575,0,31.2180745106173
2021-12-31,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12729/2022|2022-01-04,Philippines/PH-RITM-658/2021|2021-12-26,2021.98356164384,0,3.58481269732692
2021-12-20,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12734/2022|2022-01-04,HongKong/HK-HKPU-12707/2022|2022-01-03,2022.00547945205,0,14.3157290800593
2021-12-24,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12739/2022|2022-01-04,HongKong/VM22000410/2022|2022-01-03,2022.00547945205,0,10.8289007482642
2021-12-22,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12740/2022|2022-01-04,HongKong/HK-HKPU-12949/2022|2022-01-10,2022.02465753425,0,12.8200372949232
2021-12-09,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12741/2022|2022-01-04,HongKong/HK-HKPU-12695/2022|2022-01-02,2022.00273972603,0,25.8903336294622
2022-01-01,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12744/2022|2022-01-04,HongKong/WHP5175-S10-iseq/2022|2022-01-04,2022.00821917808,0,3.11448845503946
2021-12-23,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12758/2022|2022-01-04,HongKong/WHP5440/2022|2022-01-13,2022.03287671233,0,12.1759050195533
2021-12-25,2022-01-04,2022-01-04,1,HongKong/HK-HKPU-12766/2022|2022-01-04,HongKong/VM22000407/2022|2022-01-03,2022.00547945205,0,9.5841105371187
2021-12-29,2022-01-05,2022-01-05,1,HongKong/HK-HKPU-12784/2022|2022-01-05,HongKong/HK-HKPU-12862/2022|2022-01-07,2022.01643835616,0,6.78965213452557
2021-12-31,2022-01-06,2022-01-06,1,HongKong/HK-HKPU-12830/2022|2022-01-06,Maldives/MAV110958/2022|2022-01-18,2022.04657534247,0,5.40216548522153
2022-01-01,2022-01-06,2022-01-06,1,HongKong/HK-HKPU-12833/2022|2022-01-06,HongKong/HK-HKPU-12983/2022|2022-01-11,2022.02739726027,0,5.08325938452685
2022-01-04,2022-01-07,2022-01-07,1,HongKong/HK-HKPU-12862/2022|2022-01-07,Denmark/DCGC-304575/2022|2022-01-02,2022.00273972603,0,2.99211563302151
