date	k	generation_time	prevalence	prevalence_Upper	prevalence_Lower
2022-01-20	0.05	3	336.4026277667261	741.924402535226	152.33007920634583
2022-01-21	0.05	3	666.5926857466775	1231.6662855765237	381.2177568781564
2022-01-22	0.05	3	985.3882030263547	1695.4343737809222	605.2264918957013
2022-01-23	0.05	3	1304.0919680937036	2158.8238929642157	829.2523263907498
2022-01-24	0.05	3	1619.6366059310458	2617.022733824588	1051.2563352754219
2022-01-25	0.05	3	1937.0614120801306	3078.3339691574874	1274.4559411565335
2022-01-26	0.05	3	2251.4282489047023	3534.844008670737	1495.6241527947948
2022-01-27	0.05	3	2571.909018198875	4000.9531982213475	1720.853850769359
2022-01-28	0.05	3	2791.2070896468226	4373.1757139005495	1837.3224612965473
2022-01-29	0.05	3	3010.505161094769	4745.398229579752	1953.7910718237354
2022-01-30	0.05	3	3232.072916670813	5121.217058019466	2071.7145188235377
2022-01-31	0.05	3	3448.5007013571276	5488.887297622032	2186.3475111451976
2022-02-01	0.05	3	3656.662811376569	5843.310863784311	2295.82812611641
2022-02-02	0.05	3	3818.0967117925284	6122.6769712357045	2376.3466855637216
2022-02-03	0.05	3	4032.696350659159	6486.99320634229	2490.2532235141575
2022-02-04	0.05	3	3930.5623799665727	6178.55705815275	2499.0605279388105
2022-02-05	0.05	3	3847.3431742604944	5900.5712624921425	2519.5359930710333
2022-02-06	0.05	3	3764.4452095131173	5623.090978080953	2540.215432714494
2022-02-07	0.05	3	3684.8592413391507	5350.420297558128	2563.198416914863
2022-02-08	0.05	3	3598.6634991129654	5068.152216718213	2581.5836237573503
2022-02-09	0.05	3	3515.7726439128896	4790.682836036843	2602.267719278778
2022-02-10	0.05	3	3435.1872027080053	4516.244385665241	2624.7133056393127
2022-02-11	0.05	3	4466.872188548362	6331.27639078496	3206.112223760128
2022-02-12	0.05	3	5501.022257769266	8149.576922245399	3789.382146899663
2022-02-13	0.05	3	6549.378122892548	9989.559645731006	4382.1505267689745
2022-02-14	0.05	3	7589.991720327618	11818.399915878337	4969.437949457349
2022-02-15	0.05	3	8647.451815846129	13674.088687663732	5567.477192199832
2022-02-16	0.05	3	9685.414520371904	15499.358121384086	6152.777810640041
2022-02-17	0.05	3	10790.292488424697	17432.692731285573	6780.144191026757
2022-02-18	0.05	3	12657.165739489654	21306.13982950245	7502.282490472151
2022-02-19	0.05	3	14508.273321535018	25156.81679652326	8213.093881641022
2022-02-20	0.05	3	16339.458934872278	28973.95982895303	8912.09627160205
2022-02-21	0.05	3	18170.63231356134	32791.08164694904	9611.09173556216
2022-02-22	0.05	3	20001.8056922504	36608.20346494504	10310.087199522273
2022-02-23	0.05	3	21780.03521145294	40327.295933188885	10982.386200131372
2022-02-24	0.05	3	23668.50089504589	44250.57694487542	11710.229564676007
2022-02-25	0.05	3	46618.53636745462	114945.0321717832	18458.53009942038
2022-02-26	0.05	3	69817.01339328973	186492.51677096868	25265.338067911238
2022-02-27	0.05	3	92694.23880697983	257249.35560089824	31944.706874832136
2022-02-28	0.05	3	115567.97176856712	327996.8708316662	38622.81095598335
2022-03-01	0.05	3	138444.1402080024	398751.403481653	45301.711531067784
2022-03-02	0.05	3	163293.70999335247	475249.46524452267	52616.4563580874
2022-03-03	0.05	3	167916.57547072787	476245.0951233169	55559.074560552006
2022-03-04	0.05	3	170844.9110079541	472294.14823464956	57957.41049325148
2022-03-05	0.05	3	173727.98724880812	468207.1265646591	60341.67058526199
2022-03-06	0.05	3	176506.13577781006	463837.0277478366	62689.51961067372
2022-03-07	0.05	3	179334.65863465064	459602.6899737122	65054.86544767631
2022-03-08	0.05	3	182175.74476026333	455399.7569455135	67424.86114306084
2022-03-09	0.05	3	187174.45164904607	456457.0161868722	70608.96853775607
2022-03-10	0.05	3	185161.44186989227	453298.03703231184	70353.37100048045
2022-03-11	0.05	3	183620.45229543914	451306.9744062713	70280.67671472926
2022-03-12	0.05	3	179597.55871527607	443208.59126978664	69255.95189180695
2022-03-13	0.05	3	177900.45375293354	440840.96920471126	69125.56122037841
2022-03-14	0.05	3	175481.66037839308	436692.3735741042	68716.87490666173
2022-03-15	0.05	3	172028.09448274053	429957.52461635217	67899.76223467059
2022-03-16	0.05	3	172417.86932232903	432848.2260848433	68605.29792826164
2022-03-17	0.05	3	172566.58841577027	444056.97175436135	70200.91726993202
2022-03-18	0.05	3	171621.56064926952	452520.0827464015	71361.35788740312
2022-03-19	0.05	3	168070.47637208516	453944.62437508855	71414.48926121341
2022-03-20	0.05	3	170682.18906823534	472076.25764915714	74095.01692345194
2022-03-21	0.05	3	169571.42646314486	480133.0298768683	75190.89141093443
2022-03-22	0.05	3	174990.63922464472	507091.3851462329	79240.73072685163
2022-03-23	0.05	3	174031.5762840922	515993.66765121033	80462.85688952809
2022-03-24	0.05	3	168248.08342524248	488310.93577316444	77593.4322674684
2022-03-25	0.05	3	162464.5905663928	460628.20389511855	74724.00764540871
2022-03-26	0.05	3	156761.288553109	433167.0575432972	71891.35886839184
2022-03-27	0.05	3	148889.16357850895	399868.70877995103	68066.96861754633
2022-03-28	0.05	3	150487.72389052695	391561.89050544024	68564.0159551447
2022-03-29	0.05	3	139330.61913099408	349897.27638293506	63246.309157169984
2022-03-30	0.05	3	134857.24356529393	325375.5174036989	60969.19080739018
2022-03-31	0.05	3	125505.9628841126	304411.75038390537	56714.00620109517
2022-04-01	0.05	3	114988.6539969891	280634.66002466483	51931.65824565115
2022-04-02	0.05	3	104528.45348251844	256997.9786722359	47175.08405984267
2022-04-03	0.05	3	97897.1699572907	242862.5763588115	44145.05091007986
2022-04-04	0.05	3	83610.39736127044	209739.04511525412	37662.84516750802
2022-04-05	0.05	3	74095.09199162203	188517.52322230247	33331.13455817579
2022-04-06	0.05	3	63175.791165089715	163754.62739941585	28367.318510017532
2022-04-07	0.05	3	55875.518394038845	145086.27522443616	25052.554059542825
2022-04-08	0.05	3	48575.24562298797	126417.92304945647	21737.789609068113
2022-04-09	0.05	3	41274.9728519371	107749.57087447679	18423.025158593402
2022-04-10	0.05	3	33974.70008088623	89081.2186994971	15108.260708118692
2022-04-11	0.05	3	27460.04667927594	72486.67718807753	12140.840138200847
2022-04-12	0.05	3	19176.721803836477	51217.210772695995	8392.329109893939
2022-04-13	0.05	3	12151.314041546599	33288.28636920005	5197.084935781138
2022-01-06	0.1	2	76.511399902635	571.6333356334216	15.147280030072004
2022-01-07	0.1	2	80.97510752246575	549.0931529375682	16.24894068227473
2022-01-08	0.1	2	85.54381772614909	528.367784749962	17.367371028116757
2022-01-09	0.1	2	90.32475028866638	509.6894583580877	18.526016195437993
2022-01-10	0.1	2	95.60623028641282	494.10518706369805	19.786274747731603
2022-01-11	0.1	2	100.87745900681898	478.47430419346904	21.044386901882156
2022-01-12	0.1	2	106.15874356627002	462.89682660236065	22.304574573434405
2022-01-13	0.1	2	111.45730586865935	447.3899331985473	23.568410940272926
2022-01-14	0.1	2	133.3992599742756	466.98577309119224	37.347291801775434
2022-01-15	0.1	2	155.31047242086143	486.4853196329358	51.116054914573205
2022-01-16	0.1	2	177.28316818550817	506.17745287648216	64.90505352478044
2022-01-17	0.1	2	199.22541096944914	525.7740546175907	78.6840483997472
2022-01-18	0.1	2	221.14172438051537	545.306617899967	92.45221638817854
2022-01-19	0.1	2	243.1420489275533	565.0417046019526	106.25612557531176
2022-01-20	0.1	2	265.93563221636424	586.5118722609135	120.42116373537823
2022-01-21	0.1	2	544.7307964258778	1006.5015278730074	311.52614896053836
