date	daily_incidences	daily_upper_incidences	daily_lower_incidences	k	generation_time
2022-01-31	590	946.333333333334	366.666666666667	0.2	2
2022-02-01	590	946.333333333332	366.666666666667	0.2	2
2022-02-02	590	946.333333333334	366.666666666667	0.2	2
2022-02-03	582	894.333333333334	380	0.2	2
2022-02-04	582	894.333333333332	380	0.2	2
2022-02-05	582	894.333333333334	380	0.2	2
2022-02-06	822.5	1172	584	0.2	2
2022-02-07	822.5	1172	584	0.2	2
2022-02-08	575.333333333334	781.333333333332	428.333333333333	0.2	2
2022-02-09	575.333333333332	781.333333333336	428.333333333334	0.2	2
2022-02-10	575.333333333334	781.333333333332	428.333333333333	0.2	2
2022-02-11	1007	1538.66666666667	672.333333333334	0.2	2
2022-02-12	1007	1538.66666666666	672.333333333332	0.2	2
2022-02-13	1007	1538.66666666667	672.333333333334	0.2	2
2022-02-14	1448	2312.33333333333	922	0.2	2
2022-02-15	1448	2312.33333333333	922	0.2	2
2022-02-16	1448	2312.33333333334	922	0.2	2
2022-02-17	3195.5	5468.5	1847	0.2	2
2022-02-18	3195.5	5468.5	1847	0.2	2
2022-02-19	2915	5280	1531.66666666667	0.2	2
2022-02-20	2915	5280	1531.66666666666	0.2	2
2022-02-21	2915	5280	1531.66666666667	0.2	2
2022-02-22	3696.66666666666	6908.66666666666	1830.33333333333	0.2	2
2022-02-23	3696.66666666667	6908.66666666666	1830.33333333334	0.2	2
2022-02-24	3696.66666666666	6908.66666666667	1830.33333333333	0.2	2
2022-02-25	20807	57177.5	7264.5	0.2	2
2022-02-26	20807	57177.5	7264.5	0.2	2
2022-02-27	24377.3333333333	70540.6666666666	7922.33333333334	0.2	2
2022-02-28	24377.3333333333	70540.6666666667	7922.33333333333	0.2	2
2022-03-01	24377.3333333333	70540.6666666667	7922.33333333334	0.2	2
2022-03-02	29172	80398.6666666666	9925	0.2	2
2022-03-03	29172	80398.6666666666	9925	0.2	2
2022-03-04	29172	80398.6666666667	9925	0.2	2
2022-03-05	30482	78433	11021.3333333333	0.2	2
2022-03-06	30482	78433	11021.3333333333	0.2	2
2022-03-07	30482	78433	11021.3333333333	0.2	2
2022-03-08	48737	119110.5	18459	0.2	2
2022-03-09	48737	119110.5	18459	0.2	2
2022-03-10	31167.3333333333	77003.3333333333	12044.3333333333	0.2	2
2022-03-11	31167.3333333334	77003.3333333335	12044.3333333333	0.2	2
2022-03-12	31167.3333333333	77003.3333333333	12044.3333333333	0.2	2
2022-03-13	29758.6666666666	74377.6666666667	11746	0.2	2
2022-03-14	29758.6666666667	74377.6666666665	11746	0.2	2
2022-03-15	29758.6666666666	74377.6666666667	11746	0.2	2
2022-03-16	46492	121756.5	19213.5	0.2	2
2022-03-17	46492	121756.5	19213.5	0.2	2
2022-03-18	30971	86550.3333333333	13571.3333333333	0.2	2
2022-03-19	30971	86550.3333333335	13571.3333333334	0.2	2
2022-03-20	30971	86550.3333333333	13571.3333333333	0.2	2
2022-03-21	33485.3333333334	98957	15475.6666666667	0.2	2
2022-03-22	33485.3333333333	98957	15475.6666666666	0.2	2
2022-03-23	33485.3333333334	98957	15475.6666666667	0.2	2
2022-03-24	30478	84489	13982.3333333333	0.2	2
2022-03-25	30478	84489	13982.3333333334	0.2	2
2022-03-26	30478	84489	13982.3333333333	0.2	2
2022-03-27	42711.5	108933.5	19419.5	0.2	2
2022-03-28	42711.5	108933.5	19419.5	0.2	2
2022-03-29	24308.3333333333	59069.6666666665	10982.3333333333	0.2	2
2022-03-30	24308.3333333335	59069.666666667	10982.3333333334	0.2	2
2022-03-31	24308.3333333333	59069.6666666665	10982.3333333333	0.2	2
2022-04-01	20511.3333333333	50902.6666666665	9249	0.2	2
2022-04-02	20511.3333333335	50902.666666667	9249	0.2	2
2022-04-03	20511.3333333333	50902.6666666665	9249	0.2	2
2022-04-04	20035	51672	9000.5	0.2	2
2022-04-05	20035	51672	9000.5	0.2	2
2022-04-06	9136.33333333326	23809.3333333335	4084	0.2	2
2022-04-07	9136.33333333349	23809.333333333	4084	0.2	2
2022-04-08	9136.33333333326	23809.3333333335	4084	0.2	2
2022-04-09	5405.33333333326	14293	2386.66666666663	0.2	2
2022-04-10	5405.33333333349	14293	2386.66666666674	0.2	2
2022-04-11	5405.33333333326	14293	2386.66666666663	0.2	2
2022-01-06	29	214	6	0.2	3
2022-01-07	16	94.5	3	0.2	3
2022-01-08	16	94.5	3	0.2	3
2022-01-09	12.6666666666667	57.6666666666667	2.66666666666667	0.2	3
2022-01-10	12.6666666666667	57.6666666666667	2.66666666666667	0.2	3
2022-01-11	12.6666666666667	57.6666666666666	2.66666666666667	0.2	3
2022-01-12	16.6666666666667	57.3333333333334	5	0.2	3
2022-01-13	16.6666666666667	57.3333333333333	5	0.2	3
2022-01-14	16.6666666666667	57.3333333333334	5	0.2	3
2022-01-15	24	64	9.33333333333333	0.2	3
2022-01-16	24	64	9.33333333333334	0.2	3
2022-01-17	24	64	9.33333333333334	0.2	3
2022-01-18	47.5	106	21	0.2	3
2022-01-19	47.5	106	21	0.2	3
2022-01-20	115.333333333333	196	72	0.2	3
2022-01-21	115.333333333333	196	72	0.2	3
2022-01-22	115.333333333333	196	72	0.2	3
2022-01-23	206.666666666667	328	136	0.2	3
2022-01-24	206.666666666667	328	136	0.2	3
2022-01-25	206.666666666667	328	136	0.2	3
2022-01-26	435.5	681	287.5	0.2	3
2022-01-27	435.5	681	287.5	0.2	3
2022-01-28	353.666666666667	562	225.666666666667	0.2	3
2022-01-29	353.666666666667	562	225.666666666667	0.2	3
2022-01-30	353.666666666667	562	225.666666666667	0.2	3
2022-01-31	393.333333333333	631	244.333333333333	0.2	3
2022-02-01	393.333333333333	631	244.333333333333	0.2	3
2022-02-02	393.333333333333	631	244.333333333333	0.2	3
2022-02-03	388	596.333333333334	253.333333333333	0.2	3
2022-02-04	388	596.333333333332	253.333333333333	0.2	3
2022-02-05	388	596.333333333334	253.333333333333	0.2	3
2022-02-06	548.5	781	389.5	0.2	3
2022-02-07	548.5	781	389.5	0.2	3
2022-02-08	383.666666666667	521	285.333333333333	0.2	3
2022-02-09	383.666666666666	521	285.333333333334	0.2	3
2022-02-10	383.666666666667	521	285.333333333333	0.2	3
2022-02-11	671	1025.66666666667	448.333333333333	0.2	3
2022-02-12	671	1025.66666666667	448.333333333334	0.2	3
2022-02-13	671	1025.66666666667	448.333333333333	0.2	3
2022-02-14	965.333333333334	1541.33333333333	614.666666666667	0.2	3
2022-02-15	965.333333333332	1541.33333333334	614.666666666666	0.2	3
2022-02-16	965.333333333334	1541.33333333333	614.666666666667	0.2	3
2022-02-17	2130.5	3646	1231.5	0.2	3
2022-02-18	2130.5	3646	1231.5	0.2	3
2022-02-19	1943.33333333333	3520	1021	0.2	3
2022-02-20	1943.33333333334	3520	1021	0.2	3
2022-02-21	1943.33333333333	3520	1021	0.2	3
2022-02-22	2464.33333333333	4605.66666666666	1220.33333333333	0.2	3
2022-02-23	2464.33333333333	4605.66666666666	1220.33333333333	0.2	3
2022-02-24	2464.33333333334	4605.66666666667	1220.33333333333	0.2	3
2022-02-25	13871.5	38118.5	4843	0.2	3
2022-02-26	13871.5	38118.5	4843	0.2	3
2022-02-27	16251.3333333333	47027	5281.33333333333	0.2	3
2022-02-28	16251.3333333333	47027	5281.33333333333	0.2	3
2022-03-01	16251.3333333333	47027	5281.33333333334	0.2	3
2022-03-02	19448.3333333333	53599.3333333333	6617	0.2	3
2022-03-03	19448.3333333333	53599.3333333333	6617	0.2	3
2022-03-04	19448.3333333333	53599.3333333334	6617	0.2	3
2022-03-05	20321.3333333333	52288.6666666667	7347.33333333333	0.2	3
2022-03-06	20321.3333333333	52288.6666666667	7347.33333333334	0.2	3
2022-03-07	20321.3333333333	52288.6666666666	7347.33333333333	0.2	3
2022-03-08	32491	79406.5	12306	0.2	3
2022-03-09	32491	79406.5	12306	0.2	3
2022-03-10	20778.3333333333	51336	8029.66666666667	0.2	3
2022-03-11	20778.3333333334	51336	8029.66666666666	0.2	3
2022-03-12	20778.3333333333	51336	8029.66666666667	0.2	3
2022-03-13	19839	49584.6666666666	7830.33333333334	0.2	3
2022-03-14	19839	49584.6666666667	7830.33333333331	0.2	3
2022-03-15	19839	49584.6666666666	7830.33333333334	0.2	3
2022-03-16	30994.5	81171	12809.5	0.2	3
2022-03-17	30994.5	81171	12809.5	0.2	3
2022-03-18	20647.3333333333	57700.6666666667	9047.33333333334	0.2	3
2022-03-19	20647.3333333334	57700.6666666665	9047.33333333331	0.2	3
2022-03-20	20647.3333333333	57700.6666666667	9047.33333333334	0.2	3
2022-03-21	22324	65971	10317.3333333333	0.2	3
2022-03-22	22324	65971	10317.3333333333	0.2	3
2022-03-23	22324	65971	10317.3333333333	0.2	3
2022-03-24	20318.3333333334	56326	9321.66666666666	0.2	3
2022-03-25	20318.3333333333	56326	9321.66666666669	0.2	3
2022-03-26	20318.3333333334	56326	9321.66666666666	0.2	3
2022-03-27	28474.5	72622.5	12946	0.2	3
2022-03-28	28474.5	72622.5	12946	0.2	3
2022-03-29	16205.6666666666	39379.6666666667	7321.66666666669	0.2	3
2022-03-30	16205.6666666667	39379.6666666665	7321.66666666663	0.2	3
2022-03-31	16205.6666666666	39379.6666666667	7321.66666666669	0.2	3
2022-04-01	13674	33935.3333333333	6166	0.2	3
2022-04-02	13674	33935.3333333335	6166	0.2	3
2022-04-03	13674	33935.3333333333	6166	0.2	3
2022-04-04	13357	34448	6000.5	0.2	3
2022-04-05	13357	34448	6000.5	0.2	3
2022-04-06	6090.66666666663	15872.6666666665	2722.33333333331	0.2	3
2022-04-07	6090.66666666674	15872.666666667	2722.33333333337	0.2	3
2022-04-08	6090.66666666663	15872.6666666665	2722.33333333331	0.2	3
2022-04-09	3603.66666666663	9529	1591	0.2	3
2022-04-10	3603.66666666674	9529	1591	0.2	3
2022-04-11	3603.66666666663	9529	1591	0.2	3
